"Market vendor";"Intermediary 1";"Intermediary 2";"Intermediary 3";"Intermediary 4";"Transfer between markets";"FD present";"No of intermediary in chain";"District_Farm";"Sub-District_Farm";"Upazila_Farm";"Union_Farm";"Village_Farm";"City_market";"market_name";"market_id";"chick_sold_max";"chick_sold_min";"Market_city";"lon_upa";"lat_upa"
"LT-B-ST-301-008";"LT-B-MT-301";"LT-B-FD-303";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Italla";"Cumilla";"Badshah Miyar bazar";301;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-301-008";"LT-B-MT-301";"LT-B-FD-303";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8841;NA;"Sreemantapur";"Cumilla";"Badshah Miyar bazar";301;NA;NA;"Cumilla";90.9505967696775;23.4432753369641
"LT-B-ST-302-002";"LT-B-MT-306";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Italla";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-002";"LT-B-MT-306";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;"Paharpur";NA;"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-302-002";"LT-B-MT-306";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Fakirbazar";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-302-002";"LT-B-MT-306";"LT-B-FD-310";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;"CuCC";"Roghupur";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-002";"LT-B-MT-306";"LT-B-FD-310";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;"CuCC";"Goalmatan";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-004";"LT-B-MT-303";"LT-B-FD-307";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Salman nagar";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-004";"LT-B-MT-303";"LT-B-FD-307";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;"Bijoypur";NA;"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-004";"LT-B-MT-303";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Italla";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-004";"LT-B-MT-303";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;"Paharpur";NA;"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-302-004";"LT-B-MT-303";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Fakirbazar";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-302-005";"LT-B-FD-334";NA;NA;NA;NA;"Yes";1;"Comilla";"Comilla S.";8843;NA;"Goalmatan";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-005";"LT-B-FD-334";NA;NA;NA;NA;"Yes";1;"Comilla";"Chauddagram";8842;NA;NA;"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.2851490389053;23.22262294429
"LT-B-ST-302-005";"LT-B-FD-334";NA;NA;NA;NA;"Yes";1;"Comilla";"Comilla S.";8843;NA;"Rajendrapur";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-006";"LT-B-MT-306";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Italla";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-006";"LT-B-MT-306";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;"Paharpur";NA;"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-302-006";"LT-B-MT-306";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Fakirbazar";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-302-006";"LT-B-MT-306";"LT-B-FD-310";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;"CuCC";"Roghupur";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-302-006";"LT-B-MT-306";"LT-B-FD-310";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;"CuCC";"Goalmatan";"Cumilla";"Chawk bazar";302;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-303-002";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-002";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-002";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-303-003";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-003";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-003";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-303-004";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-004";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-004";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-303-005";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-005";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-005";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-303-006";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-006";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-006";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-303-007";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-007";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-303-007";"LT-B-MT-305";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Chowara bazar";303;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Jagatpur";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Indrabati";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;NA;"Shiblai";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;"Takoi";NA;"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-304-001";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Baareshwar";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Jagatpur";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Indrabati";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;NA;"Shiblai";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;"Takoi";NA;"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-304-003";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Baareshwar";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-304-005";"LT-B-MT-308";"LT-B-FD-313";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Dumuria";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-304-005";"LT-B-MT-308";"LT-B-FD-313";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Lakkkhipur";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-304-005";"LT-B-MT-308";"LT-B-FD-313";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Bodhua Shreepur";"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-304-005";"LT-B-MT-308";"LT-B-FD-314";NA;NA;NA;"Yes";2;"Comilla";"Chandhina";8841;"Keronkhal";NA;"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";90.9505967696775;23.4432753369641
"LT-B-ST-304-005";"LT-B-MT-308";"LT-B-FD-314";NA;NA;NA;"Yes";2;"Comilla";"Chandhina";8841;"Asadnagar";NA;"Cumilla";"New Market Kacha bazar";304;NA;NA;"Cumilla";90.9505967696775;23.4432753369641
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Jagatpur";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Indrabati";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;NA;"Shiblai";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;"Takoi";NA;"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-002";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Baareshwar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Jagatpur";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Indrabati";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;NA;"Shiblai";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;"Takoi";NA;"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-003";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Baareshwar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Jagatpur";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Indrabati";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;NA;"Shiblai";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;"Takoi";NA;"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-004";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Baareshwar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;NA;"Vushchi";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8847;"Shanichou";"Matainkot";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.1116096443498;23.2141016586175
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-302";NA;NA;NA;"Yes";2;"Comilla";"Lalmai";8838;NA;"Joynagar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Jagatpur";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Indrabati";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-315";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;NA;"Shiblai";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Brahmanpara";8839;"Takoi";NA;"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.10853482517;23.6465940988548
"LT-B-ST-305-005";"LT-B-MT-309";"LT-B-FD-316";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Baareshwar";"Cumilla";"Yeasin market";305;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-311-004";"LT-B-MT-313";"LT-B-FD-319";NA;NA;NA;"Yes";2;"Comilla";"Barura";8838;"Jibanpur";NA;"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-311-004";"LT-B-MT-313";"LT-B-FD-319";NA;NA;NA;"Yes";2;"Comilla";"Barura";8838;NA;"Rahimpur";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-311-004";"LT-B-MT-313";"LT-B-FD-320";NA;NA;NA;"Yes";2;"Comilla";"Chauddagram";8842;NA;"Amanganj";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.2851490389053;23.22262294429
"LT-B-ST-311-004";"LT-B-MT-313";"LT-B-FD-321";NA;NA;NA;"Yes";2;"Comilla";"Barura";8838;NA;"Barura bazar";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-311-004";"LT-B-MT-313";"LT-B-FD-321";NA;NA;NA;"Yes";2;"Comilla";"Barura";8838;NA;"Amratoli bazar";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.044090171781;23.3544822427479
"LT-B-ST-311-006";"LT-B-MT-312";"LT-B-FD-317";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;"CuCC";"Chawkbazar golabari";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-311-006";"LT-B-MT-312";"LT-B-FD-317";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Chawkbazar majhipara";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-311-006";"LT-B-MT-312";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;"Italla";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-311-006";"LT-B-MT-312";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;"Paharpur";NA;"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-311-006";"LT-B-MT-312";"LT-B-FD-308";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;"Fakirbazar";"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-311-017";"LT-B-MT-314";"LT-B-FD-322";NA;NA;NA;"Yes";2;"Comilla";"Comilla S.";8843;NA;NA;"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.1910307000824;23.4299719785856
"LT-B-ST-311-017";"LT-B-MT-314";"LT-B-FD-323";NA;NA;NA;"Yes";2;"Comilla";"Burichang";8840;NA;NA;"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";91.115652038044;23.5328663675291
"LT-B-ST-311-017";"LT-B-MT-314";"LT-B-FD-324";NA;NA;NA;"Yes";2;"Comilla";"Chandhina";8841;NA;NA;"Cumilla";"Rajgonj Kacha bazar";311;NA;NA;"Cumilla";90.9505967696775;23.4432753369641
"LT-B-ST-401-001";"LT-B-MT-414";"LT-B-FD-401";NA;NA;NA;"Yes";2;"Jessore";"Keshabpur";9007;"Chingra";"Chingra";"Jashore";"Bou bazar";401;40;15;"Jashore";89.2333431898619;22.8786955047788
"LT-B-ST-401-001";"LT-B-MT-414";"LT-B-FD-401";NA;NA;NA;"Yes";2;"Jessore";"Keshabpur";9007;"Chingra";"Borondali";"Jashore";"Bou bazar";401;40;15;"Jashore";89.2333431898619;22.8786955047788
"LT-B-ST-401-001";"LT-B-MT-414";"LT-B-FD-401";NA;NA;NA;"Yes";2;"Jessore";"Keshabpur";9007;"Chingra";"Boruli";"Jashore";"Bou bazar";401;40;15;"Jashore";89.2333431898619;22.8786955047788
"LT-B-ST-401-001";"LT-B-MT-414";"LT-B-FD-401";NA;NA;NA;"Yes";2;"Jessore";"Keshabpur";9007;"Keshabpur Sadar";"Altapole";"Jashore";"Bou bazar";401;40;15;"Jashore";89.2333431898619;22.8786955047788
"LT-B-ST-401-001";"LT-B-MT-414";"LT-B-FD-401";NA;NA;NA;"Yes";2;"Jessore";"Keshabpur";9007;"Keshabpur Sadar";"Dormutia";"Jashore";"Bou bazar";401;40;15;"Jashore";89.2333431898619;22.8786955047788
"LT-B-ST-401-001";"LT-B-MT-414";"LT-B-FD-401";NA;NA;NA;"Yes";2;"Jessore";"Keshabpur";9007;"Keshabpur Sadar";"Vandarkhola";"Jashore";"Bou bazar";401;40;15;"Jashore";89.2333431898619;22.8786955047788
